"author","title","link"
"Rabbi Daniel Eisenberg","Hidden Treasures of the Midrash: Toldos- Is Yitzchak Literally Called Avraham?","https://www.yutorah.org/lectures/details?shiurid=1050090"
"Rabbi Yoni Gold","Toldos: All or Nothing","https://www.yutorah.org/lectures/details?shiurid=1050126"
"Rabbi Eli Weber","Parshat Toldot The Mizvah of Kevura","https://www.yutorah.org/lectures/details?shiurid=1050130"
"Rabbi Jonah Steinmetz","Sefas Emes on Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=1050149"
"Rabbi Baruch Simon","LA SHIUR(TOLDOT 5782): Tefillah of a tzadik Ben Tzadik vs a Tzadik Ben Rasha, and the teshuva of the Avnei Nezer","https://www.yutorah.org/lectures/details?shiurid=1050152"
"Rabbi Michael Taubes","Parshas Toldos The Kashrus of Food Prepared by Non-Observant Jews","https://www.yutorah.org/lectures/details?shiurid=1050184"
"Rabbi Etan Schnall","Antisemitism, Terror and Esav the Supervillain","https://www.yutorah.org/lectures/details?shiurid=1050270"
"Rabbi Reuven Boshnack","Indiana Boshnack and the Search for Yeshiva of Shem Va'ever","https://www.yutorah.org/lectures/details?shiurid=1050229"
"Rabbi Moshe Tzvi Weinberg","Chanukah / Parshas Toldos 5783 - למה זה אנכי: Breaking Out of Old Routines to Live More Authentically","https://www.yutorah.org/lectures/details?shiurid=1050950"
"Rabbi Daniel Stein","Keeping Kosher in a Non-Kosher Home","https://www.yutorah.org/lectures/details?shiurid=1050291"
"Rabbi Michael Taubes","Arami Oveid Avi: Lavan, Chanukah, and the Subtle Threat of Secular Culture Today","https://www.yutorah.org/lectures/details?shiurid=1050507"
"Yoni Zolty","Parshat Toldot: Consequences of Stealing Berachot","https://www.yutorah.org/lectures/details?shiurid=1066133"
"Rabbi Jonah Steinmetz","An Otherworldly Experience: Does Kibud Av v'Eim Apply After Death?","https://www.yutorah.org/lectures/details?shiurid=1050588"
"Rabbi Daniel Reich","Starting Shmonah Esrei The Right Way (1st Bracha - Part I)","https://www.yutorah.org/lectures/details?shiurid=1050611"
"Rabbi Dr. Yaakov Abramovitz","Psychology in the Writings of Rav Dessler 13 - The True Meaning of Emes","https://www.yutorah.org/lectures/details?shiurid=1051216"
"Rabbi Jonathan Ziring","Relationships in Sefer Bereishit: The Difference Between Avraham's Family and the Surrounding Nations (R. Sacks)","https://www.yutorah.org/lectures/details?shiurid=1051109"
"Rabbi Menachem Leibtag","MJE Guest Speaker: Who is ""Chosen"", Who is ""Blessed"", and Who is ""Best’""? Explaining the Complicated Stories in Sefer Bereishit","https://www.yutorah.org/lectures/details?shiurid=1051798"
"Rabbi Noach Goldstein","Opposite Evils: Lavan & Esav","https://www.yutorah.org/lectures/details?shiurid=1051610"
"Rabbi Yitzchak Etshalom","אלקי אביך - ""The God of your father""","https://www.yutorah.org/lectures/details?shiurid=1054476"
"Rabbi Tanchum Cohen","The Royal Navi-in-Law: Illness, Decisions and Surprising Self-Shadchanus | Chizkiyahu #5 (Melachim II 20 / Yeshayahu 38)","https://www.yutorah.org/lectures/details?shiurid=1057060"
"Rabbi Joel Finkelstein","Seder as Covenant","https://www.yutorah.org/lectures/details?shiurid=1061520"
"Rabbi Dr. Levi Meier","Toldot","https://www.yutorah.org/lectures/details?shiurid=1069643"
"Rabbi Yehoshua Rubenstein","The Penimiyus גניבה Theme From Rosh Hashana Through Succos","https://www.yutorah.org/lectures/details?shiurid=1076206"
"Rabbi Ally Ehrman","Ushpizin Of Yaakov - Yeshurun","https://www.yutorah.org/lectures/details?shiurid=1076211"
"Rabbi Ally Ehrman","Operation Iron Swords Part 3: The Secret To Winning The War","https://www.yutorah.org/lectures/details?shiurid=1076714"
"Rabbi Kevin Perlitsh","Kesuvos 59 Chaburah - Davar Shelo Ba L'Olam","https://www.yutorah.org/lectures/details?shiurid=1078799"
"Rabbi Ally Ehrman","Rambam Hilchos Melachim 10/7-8: Milas Bnei Keturah - Part 4","https://www.yutorah.org/lectures/details?shiurid=1079747"
"Rabbi Eliezer Lerner","Parsha Sicha Toldos","https://www.yutorah.org/lectures/details?shiurid=1080413"
"Rabbi Jonathan Ziring","Esav's Rush to Sell the Bechora","https://www.yutorah.org/lectures/details?shiurid=1080125"
"Rabbi Jonathan Kaplan","Toldot: Reflections on Shabbos in Chevron","https://www.yutorah.org/lectures/details?shiurid=1080148"
"Rabbi Gedaliah Jaffe","Yaakov and Esav's Dramatic Coming of Age","https://www.yutorah.org/lectures/details?shiurid=1080200"
"Rabbi Immanuel Bernstein","Parshat Toldot 5784","https://www.yutorah.org/lectures/details?shiurid=1080296"
"Rabbi Tanchum Cohen","Avos, Mitzvos and Eretz Yisrael [Ramban on Toledos]","https://www.yutorah.org/lectures/details?shiurid=1080305"
"Mrs. Michal Horowitz","Eretz Chemdah: A Faithful Land for a Faithful Nation","https://www.yutorah.org/lectures/details?shiurid=1080333"
"Ari Mirzoeff","Five Short Parshas Toldos- Rosh Chodesh Kislev- Eretz Yisroel Chizuk Ideas 5784","https://www.yutorah.org/lectures/details?shiurid=1080337"
"Rabbi Yoni Levin","Rosh Chodesh Kisleiv: HaKol Kol Yaakov - The Sounds of Redemption","https://www.yutorah.org/lectures/details?shiurid=1080342"
"Rabbi Gedaliah Jaffe","Tzaddikim on the Parsha - Toldos with Rav Aharon Kotler zt""l","https://www.yutorah.org/lectures/details?shiurid=1080463"
"Rabbi Yoni Miller","Parshas Toldos: Going Deep Into The Wells","https://www.yutorah.org/lectures/details?shiurid=1080353"
"Mrs. Emma Katz","Toldot- Two Nations, One Eternal Struggle","https://www.yutorah.org/lectures/details?shiurid=1080382"
"Rabbi Daniel Eisenberg","Amud V'Chazarah + Zichru: Yoma 28b-29a","https://www.yutorah.org/lectures/details?shiurid=1080272"
"Rabbi Moshe Taragin","Sichat Mussar for Toldot: The Courage Not to Be Revolutionary","https://www.yutorah.org/lectures/details?shiurid=1080460"
"Rabbi Chaim Brovender","Good and Bad","https://www.yutorah.org/lectures/details?shiurid=1080468"
"Rabbi Chaim Marcus","The Key To Simcha, Menuchas Hanefesh & Powerful Prayer","https://www.yutorah.org/lectures/details?shiurid=1080495"
"Mrs. Michal Horowitz","The Final, Epic Battle & The Coming of Mashiach","https://www.yutorah.org/lectures/details?shiurid=1080512"
"Rabbi Aryeh Cohen","Kislev : We Have The Ability To Brighten The Darkest Days","https://www.yutorah.org/lectures/details?shiurid=1080523"
"Ari Mirzoeff","Three Short Parshas Toldos- Kislev- Eretz Yisroel Chizuk Ideas 5784 With The Rachmastrivka Rebbe","https://www.yutorah.org/lectures/details?shiurid=1080572"
"Rabbi Michael Taubes","Parshas Toldos The Prohibition to Curse Another Person","https://www.yutorah.org/lectures/details?shiurid=1080674"
"Rabbi Avishai David","Parshas Toldos - Story of the clogged wells -Don’t alter the Masora of our forbears -Avoseinu Hakedoshim","https://www.yutorah.org/lectures/details?shiurid=1080682"
"Rabbi Eli Belizon","Why Did Life Become Disposable?","https://www.yutorah.org/lectures/details?shiurid=1080882"
"Rabbi Shmuli Zema","Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=1080514"
"Rabbi Baruch Simon","Parsha Toldos: The Bracha of ""Veyiten Lecha""","https://www.yutorah.org/lectures/details?shiurid=1080570"
"Rabbi Daniel Albert","Toldot- Greatness Does Not Lie in Innovation","https://www.yutorah.org/lectures/details?shiurid=1080580"
"Rabbi Ari Kahn","A Glimpse of the Spiritual Life of Yitzchak","https://www.yutorah.org/lectures/details?shiurid=1080594"
"Rabbi Elchanan Adler","פרשת תולדות","https://www.yutorah.org/lectures/details?shiurid=1080596"
"Rabbi Daniel Z. Feldman","Toldos Fifth Aliyah: Yitzchak, Ya'akov, and the Brachos: Lessons For Today","https://www.yutorah.org/lectures/details?shiurid=1080597"
"Rabbi Yaakov B. Neuburger","Understanding Rivkah's Involvement in the Bechorah (Ramban)","https://www.yutorah.org/lectures/details?shiurid=1080599"
"Rabbi Aaron Buechler","Yaakov & The Tent of Torah","https://www.yutorah.org/lectures/details?shiurid=1080601"
"Rabbi Dovid Hirsch","Parshat Toldot","https://www.yutorah.org/lectures/details?shiurid=1080611"
"Rabbi Yoni Pere","Parshas Toldos - The Blindess of Yitzchak - Looking at Wicked People and Bribery","https://www.yutorah.org/lectures/details?shiurid=1080628"
"Rabbi Yechiel Morris","Behavior or Essence? What Chazal saw in Esav","https://www.yutorah.org/lectures/details?shiurid=1080635"
"Rabbi Aharon Ciment","Toldos 5784","https://www.yutorah.org/lectures/details?shiurid=1080640"
"Rabbi Ari Lipsky","Parshas Toldos - Purim in November; Allusions to Remember","https://www.yutorah.org/lectures/details?shiurid=1080641"
"Rabbi Meir Goldwicht","Parshat Toldos: The Power of Chesed and What it Can Accomplish for You","https://www.yutorah.org/lectures/details?shiurid=1080642"
"Rabbi Yoni Mandelstam","A Torah Perspective on Foreign Alliances","https://www.yutorah.org/lectures/details?shiurid=1080643"
"Mayer Simcha Stromer","Toldos: Rising Above Your Surroundings","https://www.yutorah.org/lectures/details?shiurid=1080650"
"Rabbi Daniel Eisenberg","Kli Yakar on Toldos: The Five Aveiros of Eisav","https://www.yutorah.org/lectures/details?shiurid=1080653"
"Rabbi Yisroel Bloom","Parshas Toldos-The fight between Yaakov and Esav","https://www.yutorah.org/lectures/details?shiurid=1080661"
"Eric Lenefsky","Halachic Highlights from the Parsha - Toldos: Tefilah, Hunting, Transfer of the Bechora, Lying","https://www.yutorah.org/lectures/details?shiurid=1080667"
"Rabbi Moshe Taragin","Erev Shabbat Shmooze: Toldot- Look at the Glory, Not the Fear; Historical Selflessness","https://www.yutorah.org/lectures/details?shiurid=1080668"
"Rabbi Andi Yudin","Join the Revolution!","https://www.yutorah.org/lectures/details?shiurid=1080670"
"Rabbi Andi Yudin","Building Our Inner World","https://www.yutorah.org/lectures/details?shiurid=1080671"
"Rabbi Yoni Gold","Toldos: Eisav's Machiavellianism","https://www.yutorah.org/lectures/details?shiurid=1080696"
"Rabbi Aryeh Lebowitz","Toldos Derasha - Anti-Semitism","https://www.yutorah.org/lectures/details?shiurid=1080698"
"Rabbi Jonah Steinmetz","Maharal on Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=1080713"
"Rabbi Shua Katz","Twenty Minute Lomdus on the Parsha - Toldos: The Bracha of Baruch ShePatrani","https://www.yutorah.org/lectures/details?shiurid=1080716"
"Rabbi Philip Moskowitz","Making the Most out of Tefilah: Lessons from Yitzchak and Rivka","https://www.yutorah.org/lectures/details?shiurid=1080926"
"Mrs. Rina Zerykier","Toldot: Hakol Kol Yaakov.mp3","https://www.yutorah.org/lectures/details?shiurid=1088984"
"Rabbi Matan Friedman","Yitzchak Avinu's Unique Role Revealed","https://www.yutorah.org/lectures/details?shiurid=1080738"
"Rabbi Etan Schnall","Toldos - Rally of the Stars (Following the Rally in Washington, D.C.)","https://www.yutorah.org/lectures/details?shiurid=1080883"
"Rabbi Elchanan Adler","הפטרת תולדות- Collection of הערות and Ideas on Various פסוקים","https://www.yutorah.org/lectures/details?shiurid=1080795"
"Rabbi Zvi Sobolofsky","When did Kedushas Yisroel Begin?","https://www.yutorah.org/lectures/details?shiurid=1081151"
"Rabbi Moshe Taragin","Improving Tefillah Part 5: Diversifying the Strategies of ""Bakashah"" (Petitioning Hashem); Affecting Divine Will; Hashem Also Davens; Digging into Your Heart","https://www.yutorah.org/lectures/details?shiurid=1081749"
"Rabbi Yitzchak Etshalom","""My Father's Blessings Increased"": Birkat Yosef and Birkat Yehudah","https://www.yutorah.org/lectures/details?shiurid=1084538"
"Rabbi Shay Schachter","Constantly Reminding Ourselves of the Unmistakable Hand of Hashem","https://www.yutorah.org/lectures/details?shiurid=1085633"
"Rabbi Yehoshua Rubenstein","בצאת ישראל ממצרים בית יעקב - The Geula of the Jewish Home","https://www.yutorah.org/lectures/details?shiurid=1086366"
"Rabbi Tzvi Benoff","Tzedakah 16 - Ma'aser: Pre-Matan Torah Origins","https://www.yutorah.org/lectures/details?shiurid=1090574"
"Rabbi Ally Ehrman","Torah For Your Purim Seuda: How The Grandchildren Of Haman Got To Yeshiva In Bnei Brak","https://www.yutorah.org/lectures/details?shiurid=1092121"
"Rabbi Shay Schachter","Disinterring a Body to Reinter The Body in a Different Location","https://www.yutorah.org/lectures/details?shiurid=1099616"
"Rabbi Ally Ehrman","Mishlei 1-7 - Yirah And Chochma/ Na'aseh Vi-nishma/ Esav, Yishmael, Murder And Adultery/ Open Borders #1","https://www.yutorah.org/lectures/details?shiurid=1105323"
"Rabbi Ally Ehrman","Hilchos Deiyos 2-7: Tikkun Middas Ha-Schock By Avraham Avinu","https://www.yutorah.org/lectures/details?shiurid=1106744"
"Rabbi Etan Moshe Berman","Why Hashem Sent Yishmael to the World","https://www.yutorah.org/lectures/details?shiurid=1114879"
"Rabbi Tzvi Benoff","Chanoch: Man or Angel? Failure or Success? Part 1","https://www.yutorah.org/lectures/details?shiurid=1115525"
"Rabbi Eliezer Lerner","Parsha Sicha Toldot","https://www.yutorah.org/lectures/details?shiurid=1117106"
"Rabbi Dovid Rosman","Toldos: the Pitchfork of Tefillah, Flipping Difficulty to Chesed","https://www.yutorah.org/lectures/details?shiurid=1116479"
"Rabbi Yoni Miller","Chassidus Toldos: Paradigm shift- to Daven For Hashem","https://www.yutorah.org/lectures/details?shiurid=1116512"
"Rabbi Daniel Hartstein","Every Yid Is A Big Tzadik","https://www.yutorah.org/lectures/details?shiurid=1116530"
"Rabbi Keith Flaks B'simcha","Kli Yakar on Toldot: Avraham Holid Yitzchak: the deeper significance","https://www.yutorah.org/lectures/details?shiurid=1116533"
"Rabbi Jonathan Ziring","Haftara Toldot: Framing Malachi's Prophecy","https://www.yutorah.org/lectures/details?shiurid=1116537"
"Rabbi Dovid Gottlieb","""Yoshev Ohalim"" - The Benefit of Exposure to Multiple Approaches to Torah","https://www.yutorah.org/lectures/details?shiurid=1116552"
"Rabbi Etan Moshe Berman","The Joke in Rashi","https://www.yutorah.org/lectures/details?shiurid=1116581"
"Rabbi Immanuel Bernstein","Parshat Toldot 5785","https://www.yutorah.org/lectures/details?shiurid=1116607"
"Rabbi Etan Schnall","Rav Schwab on Parshas Toldos: From Shidduchim to Grandchildren","https://www.yutorah.org/lectures/details?shiurid=1116624"
"Rabbi Yitzchak Etshalom","Do You Have Only One Blessing, Father?","https://www.yutorah.org/lectures/details?shiurid=1116674"
"Rabbi Yoel Rackovsky","Toldot - Who Was Yitzchak? (Chug)","https://www.yutorah.org/lectures/details?shiurid=1121345"
"Rabbi Moshe Tzvi Weinberg","Bas Ayin (12) - Toldos 5785 - Can Chesed Give Birth to Din? Many Middos from a Single Source","https://www.yutorah.org/lectures/details?shiurid=1116773"
"Rabbi Zev Goldberg","Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=1116782"
"Mrs. Alissa Zeffren","Toldot: “All’s Well That Ends Well:” Self-Concept Theory and The Wells We Dig","https://www.yutorah.org/lectures/details?shiurid=1116783"
"Rabbi Dr. Jason Weiner","Genesis with Professor Yonatan Grossman: Toldot","https://www.yutorah.org/lectures/details?shiurid=1116789"
"Rabbi Aaron Brooks","Toldot: Seeing the Bigger Picture","https://www.yutorah.org/lectures/details?shiurid=1116804"
"Rabbi Meir Goldwicht","Parshat Toldos The Brachos of Yitzchak to Yaakov The to Receiving Brachos","https://www.yutorah.org/lectures/details?shiurid=1117003"
"Rabbi Eli Belizon","I'm So Proud to Be a Talmid of YU! [L'ilui Nishmas Capt. Daniel Perez]","https://www.yutorah.org/lectures/details?shiurid=1117039"
"Rabbi Joel Finkelstein","Toledot : Yitzchak The Laid Back Forefather","https://www.yutorah.org/lectures/details?shiurid=1116690"
"Rabbi Jonathan Ziring","Yitzchak Metzachek: Yitzchak being Yitzchak","https://www.yutorah.org/lectures/details?shiurid=1116693"
"Dr. Noam Wasserman","Insights for Couples and Chavrusas from Founding Teams","https://www.yutorah.org/lectures/details?shiurid=1116694"
"Rabbi Dovid Hirsch","Hilchos Sumah / Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=1117171"
"Rabbi Sariel Malitzky","Whose prayer is better — the Baal Teshuva's or the born Tzadik's?","https://www.yutorah.org/lectures/details?shiurid=1116855"
"Rabbi Chaim Brovender","Esau","https://www.yutorah.org/lectures/details?shiurid=1116865"
"Rabbi Dr. Jonathan Schwartz","A word before Shabbos Parashas Toldos 5785","https://www.yutorah.org/lectures/details?shiurid=1116870"
"Rabbi Andrew Markowitz","Toldos TO GO 5785","https://www.yutorah.org/lectures/details?shiurid=1116872"
"Rabbi Dani Schreiber","Toldot: Between Digging Wells and Tefilla","https://www.yutorah.org/lectures/details?shiurid=1116887"
"Rabbi Daniel Z. Feldman","Shishi of Toldos part 1","https://www.yutorah.org/lectures/details?shiurid=1116906"
"Rabbi Chaim Marcus","Becoming One Of The Toldos","https://www.yutorah.org/lectures/details?shiurid=1116912"
"Rabbi Yehuda Willig","Parshas Toldos - Digging Deep: Yitzchak's Wells and the Power of Persistence","https://www.yutorah.org/lectures/details?shiurid=1116922"
"Rabbi Asher Bush","Parsha previews, Toldos 5785","https://www.yutorah.org/lectures/details?shiurid=1116923"
"Mrs. Michal Horowitz","Heroic Living, IDF Sgt.-Maj. Yona Betzalel Brief HY""D, Soldier 805: Tefillin, Techiyat Ha'Meitim, & The Ultimate Geula","https://www.yutorah.org/lectures/details?shiurid=1116926"
"Rabbi Yoni Mandelstam","A Torah Perspective on the Role and Reality of Antisemitism","https://www.yutorah.org/lectures/details?shiurid=1116931"
"Rabbi Aharon Ciment","Toldos 5785","https://www.yutorah.org/lectures/details?shiurid=1116933"
"Rabbi Yechezkel Hartman","Parsha B'Iyun - Toldos 85: Can One Sell His Olam Habah?","https://www.yutorah.org/lectures/details?shiurid=1116934"
"Rabbi Yisroel Bloom","Parshas Toldos-Looking towards the future","https://www.yutorah.org/lectures/details?shiurid=1117033"
"Rabbi Shimmy Steinmetz","The מדה of אמת: How to Elevate Ourselves in a World of שקר","https://www.yutorah.org/lectures/details?shiurid=1117059"
"Rabbi Baruch Simon","פרשת תולדות תשפ”ה – יסוד קיום תפקיד האדם בעולם הזה","https://www.yutorah.org/lectures/details?shiurid=1117094"
"Rabbi Yitzchak Berkovits","Toldos: Yaakov Avinu and the Battle for Truth","https://www.yutorah.org/lectures/details?shiurid=1116974"
"Rabbi Mordechai Torczyner","Why Seal the Wells? Misnagdim, Chassidim and S.Y. Agnon Explain","https://www.yutorah.org/lectures/details?shiurid=1117000"
"Rabbi Oshi Bloom","Living with the Times: Parshas Toldos 5785 with Rav Levi Yitzchak of Berditchev zy'a (6)","https://www.yutorah.org/lectures/details?shiurid=1117001"
"Rabbi Aryeh Lebowitz","Honoring Your Children?","https://www.yutorah.org/lectures/details?shiurid=1117017"
"Rabbi Tanchum Cohen","Halachic Prehistory: Did Our 'Founding Fathers' Keep Mitzvos Before Sinai? Exploring Ramban, Maharal and The Federalist Papers","https://www.yutorah.org/lectures/details?shiurid=1117020"
"Rabbi Sammy Bergman","Parshat Toldos: Yitzchak Avinu Digs His Own Legacy","https://www.yutorah.org/lectures/details?shiurid=1117021"
"Rabbi Dovid Rosman","Toldos: 6 Short Yet Deep Divrei Torah + A Thanksgiving Special!","https://www.yutorah.org/lectures/details?shiurid=1117035"
"Rabbi Ari Kahn","The Killing Fields; Fauna and Flora in the Life of Esav","https://www.yutorah.org/lectures/details?shiurid=1117042"
"Rabbi Andi Yudin","Think and Thank","https://www.yutorah.org/lectures/details?shiurid=1117045"
"Rabbi Andi Yudin","How Do I Find and Acquire My Portion in Torah","https://www.yutorah.org/lectures/details?shiurid=1117046"
"Rabbi Yehoshua Rubenstein","""ורבקה אהבת את יעקב"": The Sweetest and Purest Love of All","https://www.yutorah.org/lectures/details?shiurid=1117053"
"Rabbi Jonah Steinmetz","Lidrosh Es Hashem: Rivkah's Request/Shaila/Tefillah","https://www.yutorah.org/lectures/details?shiurid=1117058"
"Rabbi Aryeh Cohen","Dig Down Deeper and Find A Life Of Meaning And Purpose","https://www.yutorah.org/lectures/details?shiurid=1117067"
"Mrs. Michal Horowitz","Relationships & The Art of Listening & Refined Speech: Beyond Good Manners ... A Torah Imperative","https://www.yutorah.org/lectures/details?shiurid=1117070"
"Dov Adler","I’m the Bechor! NOOO, I am and it’s my Bracha! The significance of brachos in age order","https://www.yutorah.org/lectures/details?shiurid=1117071"
"Rabbi Daniel Z. Feldman","Toldos: Permissible Lies part 3: Yaakov and more","https://www.yutorah.org/lectures/details?shiurid=1117075"
"Rabbi Eli Weber","Parshat Toldos Choosing A Chazan","https://www.yutorah.org/lectures/details?shiurid=1117137"
"Rabbi Jonathan Morgenstern","Toldot: Nature vs. Nuture & The Jewish Spiritual Legacy We Can Build for Generations","https://www.yutorah.org/lectures/details?shiurid=1117143"
"Rabbi Hershel Schachter","Parshas Toldos 5785 @ Boca Raton Synagogue","https://www.yutorah.org/lectures/details?shiurid=1117144"
"Rabbi Jonah Steinmetz","Meshech Chochmah on Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=1117148"
"Rabbi Baruch Simon","LA Parsha Shiur: Tefillah, Rivkah and Yitzchak","https://www.yutorah.org/lectures/details?shiurid=1117155"
"Rabbi Hershel Schachter","Insights into Parshas Toldos","https://www.yutorah.org/lectures/details?shiurid=1117922"
"Rabbi Yoni Miller","Toldot: You know how to start a revolution, but can you keep it going? (Rav Moshe Taragin's amazing approach)","https://www.yutorah.org/lectures/details?shiurid=1117162"
"Rabbi Judah Kerbel","From the Vineyard to the Blessing: What Yaakov and Yitzchak Teach Us About L'chayims","https://www.yutorah.org/lectures/details?shiurid=1117175"
"Rabbi Shay Schachter","Being an Sincere and Authentic Jew, Inside and Out","https://www.yutorah.org/lectures/details?shiurid=1117487"
"Rabbi Jonathan Ziring","The Different Infertility Experiences of the Imahot","https://www.yutorah.org/lectures/details?shiurid=1117401"
"Mrs. Michal Horowitz","יוסף ה' לי בן אחר: The Torah's Profound Wisdom for Chinuch Ha'Banim, the Imperative to Love All Our Children - LZN IDF Fallen ha'kadosh Yaakov Hillel HY""D","https://www.yutorah.org/lectures/details?shiurid=1117763"
"Rabbi Jonathan Ziring","Comparing Yaakov's Love of Yosef and Yitzchak's Love of Esav","https://www.yutorah.org/lectures/details?shiurid=1119462"
"Rabbi Shay Schachter","Processing Our Complicated Emotions and Difficult Feelings Regarding the Current Hostage Deal","https://www.yutorah.org/lectures/details?shiurid=1122719"
"Rabbi Dan Cohen","Pesach 5785 - Searching For Chametz Inside and Out","https://www.yutorah.org/lectures/details?shiurid=1131604"
"Rabbi Ally Ehrman","Niflaos Lashon Hakodesh - Tzdadei Emunah #1","https://www.yutorah.org/lectures/details?shiurid=1134113"
"Mrs. Michal Horowitz","ואהבת לרעך כמוך: Increasing Ahavas Yisrael - Lessons From Three Chassidic Masters","https://www.yutorah.org/lectures/details?shiurid=1134916"
"Rabbi Ally Ehrman","Chesed Vs. Din/ Katnus Hada-as Vs. Gadlus Hada-as/ Esav And Yaakov/ B'nee Bichori Yisroel/ The Future Impacting The Present","https://www.yutorah.org/lectures/details?shiurid=1136162"
"Rabbi Moshe Walter","""Catch and Release"": Summer Activities and Fishing For Fun-What's Permitted and What's Not?","https://www.yutorah.org/lectures/details?shiurid=1144534"
"Rabbi Tanchum Cohen","A Deep Dive into Rosh ha-Shana with Four Pairs: 2 Fast-Feasts, 2 Unique Tefilla Tools, 2 Sources in Sefer Bereishis, 2 Levels for Simanim","https://www.yutorah.org/lectures/details?shiurid=1148945"
"Rabbi Tzvi Benoff","Judgement of Yamim Noraim Part 3","https://www.yutorah.org/lectures/details?shiurid=1149122"
"Rabbi Shay Schachter","Fertility in Halacha Part 2 - Does a Couple Fulfill The Mitzvah of Pru Urevu Through IVF Treatments?","https://www.yutorah.org/lectures/details?shiurid=1152428"
"Rabbi Jonah Steinmetz","Avraham's Nisyonos: Finding and Fulfilling the Ratzon Hashem","https://www.yutorah.org/lectures/details?shiurid=1153082"
"Rabbi Ally Ehrman","Rivka's Tefillah","https://www.yutorah.org/lectures/details?shiurid=1154335"
